,REPORTED_TERM,DESC_CODED,LLT_NAME_COMPL,PT_NAME_COMPL,HLT_NAME_COMPL,HLGT_NAME_COMPL,SOC_CODE,INC_CODE_J,ART_CODE,INC_CODE
16039,"FEMALE PATIENT WHO HAD COTARD'S SYNDROME, AND SHOWN CLINICAL IMPROVEMENT UPON BEING TREATED WITH BOTH DULOXETINE AND AMISULPRIDE.",Drug effective for unapproved indication,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10079317,10079317,10079317
16095,MASSIVE THROMBOSIS OF THE INTRAVENOUS PORT,Catheter related thrombosis,CATHETER RELATED THROMBOSIS,DEVICE RELATED THROMBOSIS,VASCULAR COMPLICATIONS ASSOCIATED WITH DEVICE,COMPLICATIONS ASSOCIATED WITH DEVICE,10018065,10077456,10077455,10077456
16141,"IN JUL YEAR X, TREATMENT RESPONSE WAS EVALUATED AS PD BECAUSE OF INCREASED PRIMARY AND LUNG METASTATIC LESIONS",Tumour pseudoprogression,TUMOUR PSEUDOPROGRESSION,TUMOUR PSEUDOPROGRESSION,ONCOLOGIC COMPLICATIONS AND EMERGENCIES,NEOPLASM RELATED MORBIDITIES,10029104,10077472,10077472,10077472
16175,SPRUE-LIKE ENTEROPATHY,Sprue-like enteropathy,SPRUE-LIKE ENTEROPATHY,SPRUE-LIKE ENTEROPATHY,MALABSORPTION SYNDROMES,MALABSORPTION CONDITIONS,10017947,10079622,10079622,10079622
16188,RIGHT FACIAL DROOP,Facial paralysis,FACIAL DROOP,FACIAL PARALYSIS,FACIAL CRANIAL NERVE DISORDERS,CRANIAL NERVE DISORDERS (EXCL NEOPLASMS),10029205,10016062,10016062,10016044
16327,"LEFT VENTRICULAR ENLARGEMENT, LEFT ATRIAL ENLARGEMENT",Left ventricular enlargement,LEFT VENTRICULAR ENLARGEMENT,LEFT VENTRICULAR ENLARGEMENT,MYOCARDIAL DISORDERS NEC,MYOCARDIAL DISORDERS,10007541,10050581,10050581,10050581
16351,LOW SERUM CORTISOL,Serum cortisol decreased,SERUM CORTISOL DECREASED,CORTISOL DECREASED,ADRENAL CORTEX TESTS,ENDOCRINE INVESTIGATIONS (INCL SEX HORMONES),10022891,10040218,10011198,10040218
16370,MULTI-ORGAN FAILURE,Multi-organ failure,MULTI-ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028154
16388,ANTICHOLINERGIC POISONING CAUSED BY THE SUBSTITUTION OF HYOSCINE HYDROBROMIDE FOR HYOSCINE BUTYLBROMIDE,Product substitution error,PRODUCT SUBSTITUTION ERROR,PRODUCT SUBSTITUTION ERROR,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10078984,10078984,10078984
16422,TENOFOVIR DISOPROXIL FUMARATE-ASSOCIATED RENAL TUBULAR DYSFUNCTION,Renal tubular dysfunction,RENAL TUBULAR DYSFUNCTION,RENAL TUBULAR DYSFUNCTION,NEPHROPATHIES AND TUBULAR DISORDERS NEC,NEPHROPATHIES,10038359,10050335,10050335,10050335
16439,FAILED TO RESPOND TO MEDICATION,Therapy non-responder,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
16456,DRUG USED FOR UNAPPROVED INDICATION,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
16477,IMMUNOSUPPRESSIVE TREATMENT USED IN DEVIC’S SYNDROME (NEUROMYELITIS OPTICA),Product use in unapproved indication,PRODUCT USE IN UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10076476,10076476,10076476
16504,ATEROSCLEROTIC DISORDER OF ARTERIAL SYSTEM OF LOWER EXTREMITIES (OCCLUSION OF PROXIMAL ARTERIA FEMORALIS SUPERFICIALIS),Superficial femoral artery occlusion,SUPERFICIAL FEMORAL ARTERY OCCLUSION,PERIPHERAL ARTERY OCCLUSION,"PERIPHERAL VASOCONSTRICTION, NECROSIS AND VASCULAR INSUFFICIENCY","ARTERIOSCLEROSIS, STENOSIS, VASCULAR INSUFFICIENCY AND NECROSIS",10047065,10076842,10057525,10076842
16530,LACK OF EFFICACY (BLOOD PRESSURE 150/90 MMHG),Therapy non-responder,THERAPY NON-RESPONDER,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10051082,10051082,10051082
16623,ALTERED COLOR VISION,Dyschromatopsia,COLOR VISION CHANGE,DYSCHROMATOPSIA,COLOUR BLINDNESS (INCL ACQUIRED),VISION DISORDERS,10015919,10068918,10013892,10068914
16652,NON-COELIAC REFRACTORY SPRUE,Sprue-like enteropathy,SPRUE-LIKE ENTEROPATHY,SPRUE-LIKE ENTEROPATHY,MALABSORPTION SYNDROMES,MALABSORPTION CONDITIONS,10017947,10079622,10079622,10079622
16780,INABILITY TO EITHER STAND OR WALK,unable to walk,UNABLE TO WALK,GAIT INABILITY,GAIT DISTURBANCES,GENERAL SYSTEM DISORDERS NEC,10018065,10049278,10017581,10049278
16789,RELAPSE OF NEUROMYELITIS OPTICA ASSOCIATED SPECTRUM DISORDER FOLLOWING LACK OF DRUG EFFECT,Neuromyelitis optica spectrum disorder,NEUROMYELITIS OPTICA SPECTRUM DISORDER RELAPSE,NEUROMYELITIS OPTICA SPECTRUM DISORDER,DEMYELINATING DISORDERS NEC,DEMYELINATING DISORDERS,10029205,10077879,10077875,10077879
16792,DRUG USE FOR UNAPPROVED INDICATION WITH NO ADR,drug use for unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
16854,REACTION TO DRUG EXCIPIENT,Reaction to drug excipient,REACTION TO DRUG EXCIPIENT,REACTION TO EXCIPIENT,"ALLERGIES TO FOODS, FOOD ADDITIVES, DRUGS AND OTHER CHEMICALS",ALLERGIC CONDITIONS,10021428,10037975,10079925,10037975
16878,TONSILS AND PALATOPHARYNGEAL ARCHES ARE RED,Tonsillar erythema,RED TONSILS,TONSILLAR ERYTHEMA,PHARYNGEAL DISORDERS (EXCL INFECTIONS AND NEOPLASMS),UPPER RESPIRATORY TRACT DISORDERS (EXCL INFECTIONS),10038738,10078259,10078256,10078259
16902,RENAL TUBULAR INJURY,renal tubular injury,RENAL TUBULAR INJURY,RENAL TUBULAR INJURY,RENAL VASCULAR AND ISCHAEMIC CONDITIONS,RENAL DISORDERS (EXCL NEPHROPATHIES),10038359,10078933,10078933,10078933
16912,GAIT INABILITY/ FUNCTIONAL IMPOTENCE FOLLOWING RUPTURE OF ACHILLES TENDONS,Gait inability,GAIT INABILITY,GAIT INABILITY,GAIT DISTURBANCES,GENERAL SYSTEM DISORDERS NEC,10018065,10017581,10017581,10017581
16919,OLMESARTAN INDUCED SPRUE-LIKE ENTEROPATHY,Sprue-like enteropathy,SPRUE-LIKE ENTEROPATHY,SPRUE-LIKE ENTEROPATHY,MALABSORPTION SYNDROMES,MALABSORPTION CONDITIONS,10017947,10079622,10079622,10079622
16946,MULTI ORGAN FAILURE FOLLOWING SEPTIC SHOCK DUE TO LACK OF DRUG EFFECT,Multiple organ dysfunction syndrome,MULTI ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028151
16962,VIBRIO VULNIFICUS INFECTION,Vibrio vulniﬁcus infection,VIBRIO VULNIFICUS INFECTION,VIBRIO VULNIFICUS INFECTION,VIBRIO INFECTIONS,BACTERIAL INFECTIOUS DISORDERS,10021881,10080490,10080490,10080490
16966,MULTIPLE ORGAN DYSFUNCTION SYNDROME (MODS),Multiple organ dysfunction syndrome,MULTIPLE ORGAN DYSFUNCTION SYNDROME,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10077361,10077361,10077361
16998,MANIC EPISODE WITH PSYCHOTIC SYMPTOMS,Psychotic symptom,PSYCHOTIC SYMPTOM,PSYCHOTIC SYMPTOM,PSYCHOTIC DISORDER NEC,SCHIZOPHRENIA AND OTHER PSYCHOTIC DISORDERS,10037175,10079254,10079254,10079254
17124,TREATED WITH ASPIRIN FOR ESSENTIAL THROMBOCYTEMIA,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
17190,PROXIMAL TUBULE MITOCHONDRIAL TOXICITY,Renal tubular dysfunction,PROXIMAL RENAL TUBULAR DYSFUNCTION,RENAL TUBULAR DYSFUNCTION,NEPHROPATHIES AND TUBULAR DISORDERS NEC,NEPHROPATHIES,10038359,10037081,10050335,10037081
17219,PROGRESSION OF IMMUNE-RELATED HEPATITIS DUE TO FAILURE OF LIVER PROTECTION THERAPY AND PREDNISONE THERAPY TO REVERSE THE LIVER INJURY (LACK OF DRUG EFFECT),Immune-mediated hepatitis,IMMUNE-MEDIATED HEPATITIS,IMMUNE-MEDIATED HEPATITIS,HEPATOCELLULAR DAMAGE AND HEPATITIS NEC,HEPATIC AND HEPATOBILIARY DISORDERS,10019805,10078962,10078962,10078962
17238,9 WITNESSED COMPLEX PARTIAL SEIZURES/ SEIZURE INDUCED BY A THERAPEUTIC DOSE OF VENLAFAXINE ER/ VENLAFAXINE-,Focal dyscognitive seizures,COMPLEX PARTIAL SEIZURES,FOCAL DYSCOGNITIVE SEIZURES,PARTIAL COMPLEX SEIZURES,SEIZURES (INCL SUBTYPES),10029205,10010145,10079424,10010145
17334,ACETYLSALICYLIC ACID USED FOR PREVENTION OF PREECLAMPSIA,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
17373,PROGRESSION (MULTIORGAN FAILURE),Multiorgan failure,MULTIORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028162,10077361,10028162
17500,HAD TRIED POLYETHYLENE GLYCOL APPROXIMATELY A YEAR AGO BUT DISCONTINUED IT AFTER A FEW DAYS SECONDARY TO FECAL INCONTINENCE.,Anal incontinence,FECAL INCONTINENCE,ANAL INCONTINENCE,GASTROINTESTINAL SIGNS AND SYMPTOMS NEC,GASTROINTESTINAL SIGNS AND SYMPTOMS,10017947,10016092,10077605,10016296
17584,PATERNAL EXPOSURE BEFORE PREGNANCY,Paternal exposure before pregnancy,PATERNAL EXPOSURE BEFORE PREGNANCY,PATERNAL EXPOSURE BEFORE PREGNANCY,"EXPOSURES ASSOCIATED WITH PREGNANCY, DELIVERY AND LACTATION","EXPOSURES, CHEMICAL INJURIES AND POISONING",10022117,10080093,10080093,10080093
17599,MYCOPHENOLATE MOFETIL USED FOR MULTIPHASIC DISSEMINATED ENCEPHALOMYELITIS,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
17728,HEPATITIS B REACTIVATION,Hepatitis B reactivation,HEPATITIS B REACTIVATION,HEPATITIS B REACTIVATION,HEPATITIS VIRAL INFECTIONS,VIRAL INFECTIOUS DISORDERS,10021881,10058827,10058827,10058827
17830,"RAMIPRIL, DILTIAZEM, CANDESARTAN, SILDENAFIL, BOSENTAN AND MINOCYCLINE HYDROCHLORIDE USED TO TREAT DIGITAL ULCERATION IN SYSTEMIC SCLEROSIS LEADING TO MINOCYCLINE INDUCED HYPERPIGMENTATION",Drug use for unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
17832,NEUROMYELITIS OPTICA SPECTRUM DISORDER RELAPSE,Neuromyelitis optica spectrum disorder,NEUROMYELITIS OPTICA SPECTRUM DISORDER RELAPSE,NEUROMYELITIS OPTICA SPECTRUM DISORDER,DEMYELINATING DISORDERS NEC,DEMYELINATING DISORDERS,10029205,10077879,10077875,10077879
17947,MULTIFOCAL FIXED DRUG ERUPTION,fixed drug eruption,FIXED DRUG ERUPTION,FIXED ERUPTION,DERMATITIS ASCRIBED TO SPECIFIC AGENT,EPIDERMAL AND DERMAL CONDITIONS,10040785,10016740,10016741,10016740
17969,MITOMYCIN C USED FOR ADVANCED UNCONTROLLED PRIMARY OPEN-ANGLE GLAUCOMA,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
18009,HEPATITIS B VIRUS REACTIVATION,Hepatitis B reactivation,HEPATITIS B REACTIVATION,HEPATITIS B REACTIVATION,HEPATITIS VIRAL INFECTIONS,VIRAL INFECTIOUS DISORDERS,10021881,10058827,10058827,10058827
18116,SYSTEMIC SCLEROSIS PROGRESSION FOLLOWING DRUG EXPOSURE DURING PREGNANCY,Systemic sclerosis,SYSTEMIC SCLEROSIS,SYSTEMIC SCLERODERMA,CONNECTIVE TISSUE DISORDERS NEC,CONNECTIVE TISSUE DISORDERS (EXCL CONGENITAL),10028395,10042953,10078638,10042953
18173,ATEROSCLEROTIC DISORDER OF ARTERIAL SYSTEM OF LOWER EXTREMITIES (OCCLUSION OF PROXIMAL ARTERIA FEMORALIS SUPERFICIALIS),Peripheral artery occlusion,PERIPHERAL ARTERY OCCLUSION,PERIPHERAL ARTERY OCCLUSION,"PERIPHERAL VASOCONSTRICTION, NECROSIS AND VASCULAR INSUFFICIENCY","ARTERIOSCLEROSIS, STENOSIS, VASCULAR INSUFFICIENCY AND NECROSIS",10047065,10057525,10057525,10057525
18209,PATIENT DIAGNOSED WITH DIAGNOSIS OF SATOYOSHI SYNDROME/GIVEN ORAL PREDNISOLONE/RESOLUTION OF HER SYMTOMS,Drug effective for unapproved indication,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10079317,10079317,10079317
18229,REFRACTORY GRAFT-VERSUS-HOST DISEASE,No therapeutic response,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
18269,MULTIPLE ORGAN DYSFUNCTION SYNDROME,Multiple organ dysfunction syndrome,MULTIPLE ORGAN DYSFUNCTION SYNDROME,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10077361,10077361,10077361
18483,MULTI ORGAN FAILURE FOLLOWING CARDIOGENIC SHOCK,multi organ failure,MULTI ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028151,10077361,10028151
18526,BLOOD CORTISOL LEVEL DECREASED (1 MICROGRAM/DL),Blood cortisol decreased ,BLOOD CORTISOL DECREASED,CORTISOL DECREASED,ADRENAL CORTEX TESTS,ENDOCRINE INVESTIGATIONS (INCL SEX HORMONES),10022891,10005457,10011198,10005457
18539,MAJOR MOLECULAR RESPONSE (MMR) LOSS,Therapy non-responder,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
18563,FLARE-UP OF ADULT STILL'S DISEASE/ RELAPSED ADULT STILL'S DISEASE,Still's disease,ADULT ONSET STILL'S DISEASE,STILL'S DISEASE,RHEUMATOID ARTHROPATHIES,JOINT DISORDERS,10028395,10079456,10042061,10079456
18589,HIV-1 VIREMIA FOLLOWING LACK OF DRUG EFFECT,HIV viraemia,HIV VIREMIA,HIV VIRAEMIA,RETROVIRAL INFECTIONS,VIRAL INFECTIOUS DISORDERS,10021881,10077716,10077716,10077718
18745,NO RESPONSE,Therapy non-responder,THERAPY NON-RESPONDER,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10051082,10051082,10051082
18752,"PSYCHOTIC SYMPTOMS GOT PARTIAL REMISSION/ POOR RESPONSE TO HIGH DOSAGES OF RISPERIDONE, ZOTEPINE, QUETIAPINE, OLANZAPINE, PALIPERIDONE, HALOPERIDOL,",Therapy partial responder,PARTIAL RESPONDER TO THERAPY,THERAPY PARTIAL RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10078115,10078115,10066429
18811,SLEEP DISRUPTION,Non-24-hour sleep-wake disorder,DISRUPTIONS OF 24 HOUR SLEEP-WAKE CYCLE,NON-24-HOUR SLEEP-WAKE DISORDER,DISTURBANCES IN SLEEP PHASE RHYTHM,SLEEP DISTURBANCES (INCL SUBTYPES),10029205,10013419,10078086,10013419
18830,WORSENING OF FACIAL PARALYSIS (HOUSE BRACKMANN GRADE IV),Facial paralysis,FACIAL PARALYSIS,FACIAL PARALYSIS,FACIAL CRANIAL NERVE DISORDERS,CRANIAL NERVE DISORDERS (EXCL NEOPLASMS),10029205,10016062,10016062,10016062
18887,BOWEL INCONTINENCE,Bowel incontinence,BOWEL INCONTINENCE,ANAL INCONTINENCE,GASTROINTESTINAL SIGNS AND SYMPTOMS NEC,GASTROINTESTINAL SIGNS AND SYMPTOMS,10017947,10050492,10077605,10050492
18902,MULTIPLE ORGAN FAILURE FOLLOWING SEPTIC SHOCK,Multiple organ dysfunction syndrome,MULTIPLE ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028237
19004,FIXED DRUG ERUPTION TO PIROXICAM,Fixed eruption,FIXED DRUG ERUPTION,FIXED ERUPTION,DERMATITIS ASCRIBED TO SPECIFIC AGENT,EPIDERMAL AND DERMAL CONDITIONS,10040785,10016740,10016741,10016740
19028,PATIENT HAD SUBGLOTTIC HAEMANGIOMA WITH 70 PERCENT OBSTRUCTION OF THE AIRWAY AND WAS COMMENCED ON PROPRANOLOL,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
19076,LACTATION EXPOSURE,Exposure via breast milk,DRUG EXPOSURE VIA BREAST MILK,EXPOSURE VIA BREAST MILK,PATHWAYS AND SOURCES OF EXPOSURE,"EXPOSURES, CHEMICAL INJURIES AND POISONING",10022117,10051075,10080751,10051075
19091,CASE OF RHEUMATOID/SHE RECEIVED ASA 80 MG PO QD AND ATORVASTATIN 40 MG/THIS CASE SHOWED AN OVERALL POOR PERFORMANCE,Therapy non-responder,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
19152,DRUG CROSS-REACTIVITY,Therapeutic product cross-reactivity,DRUG CROSS-REACTIVITY,THERAPEUTIC PRODUCT CROSS-REACTIVITY,"ALLERGIES TO FOODS, FOOD ADDITIVES, DRUGS AND OTHER CHEMICALS",ALLERGIC CONDITIONS,10021428,10076743,10079645,10076743
19205,WE TAPERED TACROLIMUS AND STARTED MIRTAZAPINE AND CIDOFOVIR,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
19280,MULTIPLE ORGAN FAILURE,Multiple organ dysfunction syndrome,MULTIPLE ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028237
19440,VINORELBINE USED FOR AGGRESSIVE LYMPHOMAS,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
19576,ANTI-MYELIN OLIGODENDROCYTE GLYCOPROTEIN ANTIBODIES POSITIVE,Anti-myelin-associated glycoprotein antibodies positive,ANTI-MYELIN-ASSOCIATED GLYCOPROTEIN ANTIBODIES POSITIVE,ANTI-MYELIN-ASSOCIATED GLYCOPROTEIN ANTIBODIES POSITIVE,AUTOIMMUNITY ANALYSES,IMMUNOLOGY AND ALLERGY INVESTIGATIONS,10022891,10078318,10078318,10078318
19587,PREDNISONE USED IN KIDNEY TRANSPLANTATION,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
19601,MYCOPHENOLATE MOFETIL USED IN ULCERATIVE COLITIS,Product use in unapproved indication,PRODUCT USE IN UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10076476,10076476,10076476
19710,NO CLINICAL RESPONSE,Therapy non-responder,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
19765,JET WAS REFRACTORY TO AMIODARONE IN A 2-MONTH OLD PATIENT,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
19771,PATIENT UNDER TREATMENT WITH ASPIRIN RECEIVED ALTEPLASE,contraindicated drug administered,CONTRAINDICATED DRUG ADMINISTERED,CONTRAINDICATED PRODUCT ADMINISTERED,PRODUCT ADMINISTRATION ERRORS AND ISSUES,MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10074899,10078504,10074899
19775,DORZOLAMIDE INDUCED NORMOCYTIC ANEMIA (82 G/L),Normocytic anaemia,NORMOCYTIC ANEMIA,NORMOCYTIC ANAEMIA,ANAEMIAS NEC,ANAEMIAS NONHAEMOLYTIC AND MARROW DEPRESSION,10005329,10029784,10029784,10029785
19844,EXCESSIVE UTERINE SYSTOLIC FUNCTION,Uterine tachysystole,UTERINE TACHYSYSTOLE,UTERINE TACHYSYSTOLE,MATERNAL COMPLICATIONS OF LABOUR NEC,MATERNAL COMPLICATIONS OF LABOUR AND DELIVERY,10036585,10080022,10080022,10080022
19882,NORMOCYTIC ANEMIA,normocytic anemia,NORMOCYTIC ANEMIA,NORMOCYTIC ANAEMIA,ANAEMIAS NEC,ANAEMIAS NONHAEMOLYTIC AND MARROW DEPRESSION,10005329,10029785,10029784,10029785
19951,SEVERE COGNITIVE AND BEHAVIORAL DETERIORATION,Neuropsychiatric symptoms,BEHAVIORAL AND PSYCHIATRIC SYMPTOMS OF DEMENTIA,NEUROPSYCHIATRIC SYMPTOMS,MENTAL DISORDERS DUE TO A GENERAL MEDICAL CONDITION NEC,PSYCHIATRIC DISORDERS NEC,10037175,10066842,10078497,10066844
20026,PATIENT RECEIVED MOXIFLOXACIN MULTIDRUG-RESISTANT PULMONARY TUBERCULOSIS,Drug use for unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
20161,HIV-1 PERSISTENT VIREMIA FOLLOWING EMTRICITABINE RESISTANCE,HIV viraemia,HIV VIREMIA,HIV VIRAEMIA,RETROVIRAL INFECTIONS,VIRAL INFECTIOUS DISORDERS,10021881,10077716,10077716,10077718
20223,SEVERE RESPIRATORY DISTRESS,Respiratory distress neonatal,RESPIRATORY DISTRESS NEONATAL,NEONATAL RESPIRATORY DISTRESS,NEONATAL HYPOXIC CONDITIONS,NEONATAL RESPIRATORY DISORDERS,10038738,10038688,10028973,10038688
20230,HOME MEDICATIONS INCLUDED SODIUM DOCUSATE AND SUCRALAFATE,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
